addit_V # antaa
adreassa_N # osoite
ahki_N # ikä
ahkit_A # ikävä, tylsä
ahkásaš_A # ikäinen
ahte_CC # että
ahte_CS # että
ain_Adv # vielä, yhä
ainge_Adv # yhäkin
aitto_Pcle # nyt, -pa, -pä, -han, -hän
ala_Po # päälle
albbas_N # ilves
albma_A # oikea, aito, kunnon
albmi_N # taivas
alde_Po # päällä, päältä
aldi_Po # päällä, päältä
ale_V # älä (kieltoverbin yks2p imperatiivi)
alit_A # sininen
allaskuvla_N # korkeakoulu
allat_A # korkea
allergiija_N # allergia
allodatnjuiken_N # korkeushyppy
almmiguovlu_N # taivaansuunta
almmolaš_A # julkinen
almmuhit_V # ilmoittaa
almmái_N # mies
almmáiolmmoš_N # mies
amas_A # vieras
amas_CS # outo
ambulánsa_N # ambulanssi
ammaXnu_Mwe # eikö niin, jooko
ammal_Pcle # juo, kyllä kai
anus_Adv # käytössä
anáraš_N # inarinsaamelainen
anárašgiella_N # inarinkieli, inarinsaamenkieli
appelsiidna_N # appelsiini
arvebivttas_N # sadevaatteet
arvedálki_N # sadeilma
arvedávgi_N # sateenkaari
arveoakti_N # sadekuuro
arvi_N # sade
arvit_V # sataa vettä
arvves_A # sateinen
asehaš_A_litteistä esineistä # ohut 
aski_N # syli
assái_A_litteistä esineistä # paksu 
astat_V # ehtiä, joutaa
astoáigeklubba_N # iltapäiväkerho
atnitXváivin_Mwe # pitää ikävänä
atnit_V # käyttää
attestit_V # antaa vähän
attášitgo_Mwe # antaisitko
aviisa_N # lehti, sanomalehti
avvi_N # vyö
ađa_N # ydin
badjedilli_N # porotalous, paimentolaisporonhoito
badjegánda_N # poropoika
badjelXrájáid_Mwe # yli rajojen
badjel_Po # yli
badjel_Pr # yli
badjelis_Po # yllä, päällä
badjeolmmoš_N # poronhoitaja, porosaamelainen
badjesápmelaš_N # porosaamelainen
badjánit_V # kohota
bagadeaddji_N # ohjaaja
bahta_N # pylly, takapuoli, perse
bahá_A # paha, vihainen
bahálaš_N # pahus
bahča_A # kitkerä, katkera, pahanmakuinen, karvas
bahčit_V # lypsää
baicce_Adv # sen sijaan, sitä vastoin
baikačivga_N # räkänokka
bajil_Adv # päällepäin
bajildus_N # päällinen, päällys
bajimus_A # ylin, ylimmäinen
bajábealde_Po # yläpuolella
bajándálki_N # ukkonen, ukkosilma
bajás_Adv # ylös
balddonas_N # kummitus
baldu_N # jäälautta, jääteli
ballat_V # pelätä jtak
ballu_N # pelko
balva_N # pilvi
balvái_A # pilvinen
banána_N # banaani
bargat_V # työskennellä, tehdä (työtä tms.); pyrkiä
barggahit_V # teettää
bargi_N # työntekijä, työläinen
bargobierggas_N # työkalu
bargobihttá_N # työtehtävä, harjoitus
bargobivttas_N # työvaatteet
bargobáiki_N # työpaikka
bargoplána_N # työsuunnitelma
bargosadji_N # työpaikka
bargoskihpár_N # kollega
bargu_N # työ
barta_N # mökki
basadangárri_N # lavuaari
basadanlatnja_N # kylpyhuone
basadit_V # peseytyä
basahat_N # pesula
basaldat_N # pesurätti
baski_A # ahdas
bassaladdanmášiidna_N # pesukone
bassaladdat_V # pestä
bassangárri_N # lavuaari
bassanálddis_N # lavuaari
bassat_V # pestä
bassi_A # pyhä
bassi_N # pyhä
bassi_N # siivoja
bassinmuorra_N # makkaratikku
bassit_V # paistaa
baste_N # lusikka
bastil_A # terävä
batnit_V # kehrätä
bavssa_N # huuli
bađuš_N # pyrstö
beahci_N # mänty
beaivegirji_N # päiväkirja
beaiveloddi_N # perhonen
beaivet_Adv # päivällä, päivisin
beaivi_N # päivä; aurinko
beaivit_Adv # päivällä; päivisin
beaivvádat_N # auringonpaiste
beaivválaš_A # jokapäiväinen, päivittäinen
beaivválaččat_Adv # päivittäin
beaivváš_N # aurinko
beaivvášláibbáš_N # aurinkopulla
beakkán_A # kuuluisa
beal_Po_kellonaikaa ilmaistaessa # puoli 
bealde_Po # puolella, puolelta
bealdi_Po # puolella, puolelta
bealdu_N # pelto
bealjeheapme_A # kuuro
bealkit_V # haukkua
beallai_Po # puolelle
beallemuddu_N # puoliväli
bealli_N # puoli, puolikas
beallji_N # korva
beana_N # koira
beanaráidu_N # koiravaljakko
beanna_N # kynä
beannot_Num # puolitoista
beanta_Adv # suorastaan
bearaš_N # perhe
beare_Adv # liian, vain
bearjadat_N # perjantai
bearráigeahččat_V # katsoa perässä, tarkistaa
beaska_N # peski
besset_V # pesiä
beassat_V # päästä
beassi_N # pesä, tuohi
beassážat_N # pääsiäinen
beassášbeaivi_N # pääsiäispäivä
beassášluopmu_N # pääsiäisloma
beassášlávvardat_N # pääsiäisilta, pääsiäisaatto
beassášlávvordat_N # pääsiäisilta, pääsiäisaatto
beassášmárkan_N # pääsiäismarkkina
beassášmátki_N # pääsiäisretki
beassášruohtta_N # pääsiäisilta, pääsiäisaatto
beastit_V # pelastaa
beatnagaš_N # koiranen, pieni koira
beatnatgullan_N # peninkulma
beavddáš_N # pöytänen, pieni pöytä
beavdebiigá_N # tarjoilija
beavdegirji_N # pöytäkirja
beavdeguorra_N # pöydän reuna
beavdeliidni_N # pöytäliina, liina
beavdi_N # pöytä
beavža_N # itätuuli
beaŋka_N # penkki, tuoli
beaški_A # paukkuva
bellodat_N # puolue
benne_N # penni
bensiidna_N # bensa, bensiini
beroštit_V # välittää, välittää jstkin
beroštupmi_N # kiinnostus
berret_V # pitää
beštor_N # västäräkki
bibliotehka_N # kirjasto
bidjat_V # laittaa, panna
biebmoealli_N # lemmikkieläin, lemmikki
biebmolistu_N # ruokalista
biebmu_N # ruoka
biedju_N # pesä
biegga_N # tuuli
bieggat_V # puhaltaa
bieguhit_V # kiusata
biehttalit_V # kieltää, pettää
biellu_N # kello
bierdna_N # karhu
bierggas_N # esine
biergogievdni_N # lihapata
biergoláibi_N # lihavoileipä
biergomális_N # lihakeitto
biergomálli_N # lihakeitto
biergoskadjá_N # lihavaja, lihatalas
biergu_N # liha
bievla_N # pälvi
biggohit_V # tuulettaa
bigálastit_V # pitää poroerotuksia
bihppor_N # pippuri
bihpporbiffa_N # pippuripihvi
bihpporgáhkku_N # piparkakku, piparit
bihttá_N # pala, palanen, pykälä
bihtánsámegiella_N # piitimensaame
biibal_N # raamattu
biibbal_N # raamattu
biigá_N # piika
biila_N # auto
biiladivohat_N # autokorjaamo, korjaamo
biilagávpi_N # autokauppa
biilaskuvla_N # ajokoulu
biilačoavdda_N # autonavain, autonavaimet
bileahtta_N # lippu
bilidit_V # pilata
billahuvvat_V # pilaantua
billašuvvat_V # pilaantua
billistit_V # pilata
binná_N # vähän
birasoahppu_N # ympäristöoppi
birasviessu_N # ympäristötalo
bircu_N # kuutio
birget_V # pärjätä, tulla toimeen
birolaš_A # pirullinen
birra_Po # ympärillä, ympäriltä; jstak asiasta, jtak koskien
birra_Pr # ympäri, ympärillä
birrasii_Adv # tienoilla, noin
bissovaš_A # pysyvä
bissut_V # jäädä
bistevaš_A # pysyvä
bistit_V # kestää
bisánit_V # pysähtyä
bivaldit_V # lämmetä
bivastuvvat_V # hikoilla
bivdi_N # kalastaja, metsästäjä; pyytäjä
bivdinmuddu_N # pyyntietäisyys
bivdit_V # pyytää
bivdu_N # pyynti
bivnnut_A # suosittu
bivttas_N # vaate
bivttasgávpi_N # vaatekauppa
bivval_A # leuto, lauha
bivvat_V # tareta
bivššas_A # tyylikäs
biđget_V # rikkoa, hajottaa
biškut_V # kirkua
bižus_N # kapustarinta
biđus_N # lihakeitto
bliánta_N # lyijykynä, lyijäri
bláđđi_N # lehti, viikkolehti
boadnji_N # aviomies
boagustit_V # nauraa
boagán_N # vyö
boahtal_N # pullo
boahtimuš_N # tuleminen, saapuminen
boahtit_V # tulla
boahtte_A # seuraava, tuleva, ensi (ajan ilmauksissa), 
boaittobealli_N # syrjäseutu
boaldenmuorra_N # polttopuu
boaldit_V # polttaa
boaldámuš_N # polttoaine
boallu_N # nappi
boanda_N # maanviljelijä
boaresbárdni_N # poikamies
boaresnieida_N # vanhapiika, sinkku
boaresáigásaš_A # vanhanaikainen
boaris_A # vanha
boaru_N # paarma
boasta_N # posti
boastabiila_N # postiauto
boastamearka_N # postimerkki
boatkkuhit_V # hiekottaa
boatkuluvvat_V # kipeytyä
boazoalmmái_N # poromies
boazobeana_N # porokoira
boazodoallu_N # poronhoito
boazoolmmoš_N # poronhoitaja
boazorikkis_N # pororikas
boazosápmelaš_N # porosaamelainen
boazosápmi_N # porosaamelainen
boazu_N # poro
boađus_N # tulos
boađđu_N # kari
boaššu_N # posio, kodan perä
boddu_N # tauko, vapaatunti
bodni_N # pohja, alakerta
bohccobiergu_N # poronliha
bohccočoarvi_N # poronsarvi
bohkká_N # pukki
bohčit_V # lypsää
bokti_Po # kautta
boradanboddu_N # ruokatauko
boradanlatnja_N # ruokahuone
boradit_V # aterioida, syödä
borahit_V # syöttää
boraspire_N # peto, petoeläin
bordit_V # kasata
borga_N # lumipyry
borgat_V # pyryttää
borgemánnu_N # elokuu
borgguhit_V # polttaa
borramuš_N # ruoka
borramušgávpi_N # vaatekauppa
borran_N # ruokailu, syönti, syöminen
borranbeavdi_N # ruokapöytä
borranboddu_N # ruokatauko
borranlustu_N # ruokahalu
borranmiella_N # ruokahalu
borrat_V # syödä
borvet_V # pöyhiä, penkoa
bossut_V # puhaltaa
botnit_V # kehriä, kehrätä
botnjat_V # vääntää
bovdet_V # kutsua, pyytää
bovdna_N # mätäs, pounu
bovret_V # porata
breava_N # kirje
bruvda_N # hääkruunu
bruvsa_N # limsa, limonaati
